ticker,year,cap,rev,inc,ast,lia,dbt,csh
AMZN,2021,1691000000000,469820000000,39960000000,420540000000,282300000000,116390000000,96040000000
AMZN,2020,1634000000000,386060000000,25820000000,321190000000,227790000000,84380000000,84390000000
AMZN,2019,920220000000,280520000000,15570000000,225240000000,163180000000,63200000000,55020000000
AMZN,2018,737460000000,232880000000,12670000000,162640000000,119090000000,23490000000,41250000000
AMZN,2017,563530000000,177860000000,4650000000,131310000000,103600000000,24740000000,30980000000
AMZN,2016,356310000000,135980000000,4370000000,83400000000,64110000000,7690000000,25980000000
AMZN,2015,318340000000,107000000000,2020000000,65440000000,52060000000,8230000000,19800000000
AMZN,2014,144310000000,88980000000,98000000,54500000000,43760000000,8260000000,17410000000
AMZN,2013,183040000000,74450000000,640000000,40150000000,30410000000,3190000000,12440000000
AMZN,2012,113890000000,61090000000,630000000,32550000000,24360000000,3080000000,11440000000
AMZN,2011,78710000000,48070000000,990000000,25270000000,17520000000,1410000000,9570000000
AMZN,2010,81180000000,34200000000,1530000000,18790000000,11930000000,640000000,8760000000
AMZN,2009,59720000000,24500000000,1190000000,13810000000,8550000000,100000000,6360000000
AMZN,2008,21990000000,19160000000,970000000,8310000000,5640000000,590000000,3720000000
AMZN,2007,38530000000,14830000000,730000000,6480000000,5280000000,1340000000,3110000000
AMZN,2006,16330000000,10710000000,450000000,4360000000,3930000000,1260000000,2010000000
AMZN,2005,19610000000,8490000000,520000000,3690000000,3450000000,1520000000,2000000000
AMZN,2004,18140000000,6920000000,460000000,3240000000,3470000000,1850000000,1770000000
AMZN,2003,21220000000,5260000000,160000000,2160000000,3190000000,1940000000,1390000000
AMZN,2002,7320000000,3930000000,2840000,1990000000,3340000000,2290000000,1300000000
AMZN,2001,4030000000,3120000000,390000000,1630000000,3070000000,2170000000,990000000
NVDA,2024,1781000000000,NA,NA,NA,NA,NA,NA
NVDA,2023,1223000000000,44870000000,21250000000,41180000000,19080000000,11850000000,13290000000
NVDA,2022,364180000000,28560000000,6010000000,44180000000,17570000000,11680000000,21200000000
NVDA,2021,735270000000,24270000000,8770000000,28790000000,11890000000,7590000000,11560000000
NVDA,2020,323240000000,14770000000,4090000000,17310000000,5110000000,2550000000,10890000000
NVDA,2019,144000000000,10010000000,2330000000,13290000000,3950000000,1980000000,7420000000
NVDA,2018,81430000000,12420000000,4710000000,11240000000,3770000000,2000000000,7100000000
NVDA,2017,117260000000,8970000000,2900000000,9840000000,4070000000,2810000000,6790000000
NVDA,2016,57530000000,6130000000,1480000000,7370000000,2900000000,1510000000,5030000000
NVDA,2015,17730000000,4850000000,760000000,7200000000,2780000000,1390000000,4620000000
NVDA,2014,10890000000,4570000000,750000000,7250000000,2790000000,1370000000,4670000000
NVDA,2013,9100000000,4090000000,540000000,6410000000,1580000000,18990000,3720000000
NVDA,2012,7660000000,4120000000,600000000,5550000000,1400000000,21430000,3120000000
NVDA,2011,8460000000,3930000000,720000000,4490000000,1310000000,23380000,2490000000
NVDA,2010,8940000000,3630000000,230000000,3580000000,920000000,24450000,1720000000
NVDA,2009,10360000000,2820000000,390000000,3350000000,950000000,25630000,1250000000
NVDA,2008,4330000000,4140000000,370000000,3740000000,1120000000,NA,1800000000
NVDA,2007,18900000000,3770000000,710000000,2670000000,660000000,NA,1110000000
NVDA,2006,13150000000,2820000000,420000000,1910000000,450000000,NA,950000000
NVDA,2005,6250000000,2300000000,280000000,1620000000,450000000,850000,670000000
NVDA,2004,3910000000,1910000000,80250000,1390000000,340000000,4870000,600000000
NVDA,2003,2500000000,1810000000,140000000,1610000000,680000000,310000000,1020000000
NVDA,2002,1200000000,1930000000,170000000,1500000000,730000000,300000000,790000000
NVDA,2001,6440000000,1080000000,180000000,1010000000,610000000,300000000,670000000
META,2024,1193000000000,NA,NA,NA,NA,NA,NA
META,2023,909620000000,126950000000,37320000000,NA,NA,NA,NA
META,2022,319880000000,116600000000,29140000000,185720000000,60010000000,26590000000,40730000000
META,2021,921930000000,117920000000,46750000000,165980000000,41100000000,13870000000,47990000000
META,2020,778230000000,85960000000,32670000000,159310000000,31020000000,10650000000,61950000000
META,2019,585370000000,70690000000,24830000000,133370000000,32320000000,10320000000,54850000000
META,2018,374130000000,55830000000,25370000000,97330000000,13200000000,500000000,41110000000
META,2017,512750000000,40650000000,20590000000,84520000000,10170000000,NA,41710000000
META,2016,331590000000,27630000000,12510000000,64960000000,5760000000,NA,29440000000
META,2015,296600000000,17920000000,6210000000,49400000000,5180000000,110000000,18430000000
META,2014,216730000000,12460000000,4930000000,40180000000,4080000000,230000000,11190000000
META,2013,139190000000,7870000000,2790000000,17890000000,2420000000,470000000,11440000000
META,2012,63140000000,5080000000,540000000,15100000000,3340000000,2350000000,9620000000
BRK-B,2024,863280000000,NA,NA,NA,NA,NA,NA
BRK-B,2023,777450000000,401770000000,100300000000,NA,NA,NA,NA
BRK-B,2022,681770000000,234210000000,26050000000,948450000000,467830000000,122740000000,128580000000
BRK-B,2021,669120000000,354630000000,115850000000,958780000000,443850000000,114260000000,146710000000
BRK-B,2020,543670000000,286250000000,59770000000,873720000000,422390000000,116890000000,138290000000
BRK-B,2019,551960000000,327220000000,106650000000,817720000000,389160000000,103360000000,127990000000
BRK-B,2018,502370000000,225380000000,8120000000,707790000000,355290000000,97490000000,111860000000
BRK-B,2017,489240000000,242000000000,29230000000,702090000000,350140000000,102580000000,115950000000
BRK-B,2016,401640000000,222930000000,37160000000,620850000000,334490000000,101640000000,109800000000
BRK-B,2015,325280000000,210820000000,38460000000,552250000000,293630000000,84280000000,97710000000
BRK-B,2014,370660000000,194670000000,31350000000,526180000000,283150000000,80200000000,90660000000
BRK-B,2013,292410000000,182150000000,31590000000,484930000000,260440000000,72220000000,76970000000
BRK-B,2012,220610000000,162460000000,24980000000,427450000000,235860000000,62730000000,78440000000
BRK-B,2011,189210000000,143680000000,17970000000,392640000000,223680000000,60380000000,37290000000
BRK-B,2010,198310000000,136180000000,21600000000,372220000000,209290000000,58570000000,72030000000
BRK-B,2009,153620000000,112490000000,13540000000,297110000000,161330000000,37900000000,30550000000
BRK-B,2008,149560000000,107780000000,9530000000,267390000000,153820000000,36880000000,25530000000
BRK-B,2007,219370000000,118240000000,22070000000,273160000000,149750000000,33820000000,44320000000
BRK-B,2006,169640000000,98530000000,18500000000,248430000000,137750000000,32600000000,43740000000
BRK-B,2005,136380000000,81660000000,13510000000,198320000000,106020000000,14450000000,75510000000
BRK-B,2004,135300000000,74380000000,11650000000,188870000000,102210000000,8830000000,43420000000
BRK-B,2003,129510000000,63850000000,12490000000,180550000000,102210000000,9110000000,35950000000
BRK-B,2002,111630000000,37540000000,7120000000,169540000000,104110000000,9280000000,67690000000
BRK-B,2001,115560000000,33660000000,1880000000,162750000000,103450000000,12500000000,64060000000
LLY,2024,702630000000,NA,NA,NA,NA,NA,NA
LLY,2023,553360000000,32070000000,6140000000,NA,NA,NA,NA
LLY,2022,347610000000,28540000000,6800000000,49480000000,38710000000,16230000000,2210000000
LLY,2021,264220000000,28310000000,6150000000,48800000000,39650000000,16880000000,3900000000
LLY,2020,161500000000,24530000000,7220000000,46630000000,40800000000,16590000000,3680000000
LLY,2019,125840000000,22310000000,5260000000,39280000000,36580000000,15800000000,2430000000
LLY,2018,122380000000,22290000000,3680000000,43900000000,32990000000,10290000000,7400000000
LLY,2017,92990000000,22870000000,2190000000,44980000000,33310000000,13640000000,8030000000
LLY,2016,81190000000,21220000000,3370000000,38800000000,24720000000,10300000000,6030000000
LLY,2015,93120000000,19950000000,2790000000,35560000000,20970000000,7970000000,4450000000
LLY,2014,76620000000,19610000000,3000000000,37170000000,21790000000,8050000000,4820000000
LLY,2013,56950000000,23110000000,5880000000,35240000000,17600000000,5210000000,5390000000
LLY,2012,56540000000,22600000000,5400000000,34390000000,19620000000,5530000000,5680000000
LLY,2011,48110000000,24280000000,5340000000,33650000000,20120000000,6980000000,6890000000
LLY,2010,40370000000,23070000000,6520000000,31000000000,18580000000,6920000000,6720000000
LLY,2009,41030000000,21830000000,5350000000,27460000000,17930000000,6660000000,4490000000
LLY,2008,45780000000,20370000000,1310000000,29210000000,22470000000,10460000000,5920000000
LLY,2007,60560000000,18630000000,3870000000,26780000000,13120000000,5000000000,4830000000
LLY,2006,58950000000,15690000000,3410000000,21950000000,10970000000,3710000000,3890000000
LLY,2005,63950000000,14640000000,2710000000,24580000000,13780000000,6490000000,5030000000
LLY,2004,64230000000,13850000000,2940000000,24860000000,13940000000,6510000000,7460000000
LLY,2003,79030000000,12580000000,3260000000,21670000000,11910000000,4880000000,3710000000
LLY,2002,71270000000,11070000000,3450000000,19040000000,10760000000,4900000000,3650000000
LLY,2001,88220000000,11540000000,3550000000,16430000000,9330000000,3410000000,3730000000
TSLA,2024,616470000000,NA,NA,NA,NA,NA,NA
TSLA,2023,789890000000,95920000000,11890000000,NA,NA,NA,NA
TSLA,2022,388970000000,81460000000,13910000000,82330000000,36440000000,3090000000,22180000000
TSLA,2021,1061000000000,53820000000,6710000000,62130000000,30540000000,6830000000,17700000000
TSLA,2020,668900000000,31530000000,1900000000,52140000000,28460000000,11730000000,19380000000
TSLA,2019,75710000000,24570000000,20000000,34300000000,26190000000,13410000000,6260000000
TSLA,2018,57440000000,21460000000,350000000,29730000000,23420000000,11970000000,3680000000
TSLA,2017,52320000000,11750000000,1740000000,28650000000,23020000000,10310000000,3360000000
TSLA,2016,34420000000,7000000000,550000000,22660000000,16750000000,7120000000,3390000000
TSLA,2015,31540000000,4040000000,760000000,8090000000,7000000000,2710000000,1190000000
TSLA,2014,27950000000,3190000000,190000000,5840000000,4930000000,2480000000,1900000000
TSLA,2013,18510000000,2010000000,38480000,2410000000,1740000000,600000000,840000000
TSLA,2012,3860000000,410000000,400000000,1110000000,980000000,460000000,200000000
TSLA,2011,2970000000,200000000,260000000,710000000,480000000,280000000,280000000
TSLA,2010,2520000000,110000000,160000000,380000000,170000000,72600000,99550000
AVGO,2024,600830000000,NA,NA,NA,NA,NA,NA
AVGO,2023,461010000000,35810000000,16710000000,NA,NA,NA,NA
AVGO,2022,233650000000,33200000000,14170000000,73240000000,50540000000,39510000000,12410000000
AVGO,2021,274730000000,27450000000,8650000000,75570000000,50580000000,39730000000,12160000000
AVGO,2020,178070000000,23880000000,4220000000,75930000000,52030000000,41060000000,7610000000
AVGO,2019,125710000000,22590000000,3670000000,67490000000,42520000000,32790000000,5050000000
AVGO,2018,103560000000,20840000000,5170000000,50120000000,23460000000,17490000000,4290000000
AVGO,2017,105160000000,17630000000,2270000000,54410000000,31120000000,17540000000,11200000000
AVGO,2016,70520000000,13240000000,530000000,49960000000,28090000000,13640000000,3090000000
AVGO,2015,40130000000,6820000000,1650000000,10590000000,5870000000,3940000000,1820000000
AVGO,2014,25680000000,4260000000,450000000,10490000000,7240000000,5500000000,1600000000
AVGO,2013,13160000000,2520000000,560000000,3410000000,520000000,2000000,980000000
AVGO,2012,7770000000,2360000000,580000000,2860000000,440000000,3000000,1080000000
AVGO,2011,7050000000,2330000000,560000000,2440000000,440000000,6000000,820000000
AVGO,2010,6860000000,2090000000,440000000,2150000000,650000000,230000000,560000000
AVGO,2009,4300000000,1480000000,41000000,1970000000,930000000,590000000,470000000
V,2024,567800000000,NA,NA,NA,NA,NA,NA
V,2023,535060000000,32650000000,21030000000,90490000000,51760000000,20460000000,20120000000
V,2022,439950000000,30180000000,18210000000,85500000000,49920000000,22450000000,18520000000
V,2021,469420000000,25470000000,17210000000,82890000000,45300000000,20970000000,18510000000
V,2020,482170000000,21470000000,13560000000,80910000000,44700000000,24070000000,20040000000
V,2019,416790000000,23520000000,15220000000,72570000000,37890000000,16720000000,12070000000
V,2018,299350000000,21250000000,13190000000,69220000000,35210000000,16630000000,11700000000
V,2017,266140000000,18750000000,11950000000,67970000000,35210000000,18360000000,13430000000
V,2016,186810000000,15970000000,8350000000,64030000000,31120000000,15880000000,8930000000
V,2015,186080000000,14060000000,9370000000,40230000000,10390000000,NA,6010000000
V,2014,161090000000,12920000000,7900000000,38560000000,11150000000,NA,3950000000
V,2013,140370000000,12080000000,7530000000,35950000000,9080000000,NA,4250000000
V,2012,99790000000,10720000000,2390000000,40010000000,12380000000,NA,2810000000
V,2011,67760000000,9490000000,5890000000,34760000000,8320000000,NA,3390000000
V,2010,48370000000,8340000000,4810000000,33400000000,8390000000,44000000,4050000000
V,2009,60900000000,7130000000,4250000000,32280000000,9080000000,56000000,4730000000
V,2008,44370000000,6510000000,1600000000,34980000000,13840000000,100000000,5330000000
JPM,2024,503450000000,NA,NA,NA,NA,NA,NA
JPM,2023,491760000000,151200000000,63520000000,NA,NA,NA,NA
JPM,2022,393340000000,128640000000,46160000000,3665000000000,3373000000000,466720000000,567230000000
JPM,2021,466190000000,121680000000,59560000000,3743000000000,3449000000000,469170000000,740830000000
JPM,2020,387330000000,119770000000,35700000000,3386000000000,3106000000000,426450000000,527600000000
JPM,2019,429910000000,115490000000,44540000000,2687000000000,2426000000000,407980000000,263630000000
JPM,2018,319780000000,109020000000,40760000000,2622000000000,2366000000000,454310000000,278790000000
JPM,2017,371050000000,99750000000,35900000000,2533000000000,2277000000000,421760000000,430120000000
JPM,2016,308760000000,95660000000,34530000000,2490000000000,2236000000000,417110000000,389630000000
JPM,2015,241890000000,93020000000,30700000000,2351000000000,2104000000000,399420000000,360500000000
JPM,2014,232470000000,94870000000,30460000000,2573000000000,2341000000000,455100000000,512300000000
JPM,2013,219650000000,96600000000,25910000000,2415000000000,2204000000000,434160000000,355820000000
JPM,2012,167250000000,97030000000,28910000000,2359000000000,2155000000000,392280000000,175530000000
JPM,2011,126340000000,97230000000,26740000000,2265000000000,2082000000000,397030000000,144880000000
JPM,2010,165870000000,102690000000,24850000000,2117000000000,1941000000000,417280000000,49240000000
JPM,2009,164260000000,100430000000,16060000000,2031000000000,1866000000000,428790000000,89430000000
JPM,2008,117680000000,67250000000,2770000000,2175000000000,2008000000000,486200000000,165030000000
JPM,2007,146980000000,71370000000,22800000000,1562000000000,1438000000000,277440000000,51610000000
JPM,2006,167190000000,61770000000,19970000000,1351000000000,1235000000000,182530000000,53950000000
JPM,2005,138380000000,54130000000,12020000000,1198000000000,1049000000000,133740000000,58330000000
JPM,2004,138720000000,43060000000,6190000000,1157000000000,1003000000000,127360000000,56840000000
JPM,2003,75020000000,33250000000,10020000000,770910000000,712460000000,77990000000,30440000000
JPM,2002,47960000000,29610000000,2510000000,758800000000,716490000000,70720000000,28160000000
JPM,2001,72080000000,29120000000,2560000000,693570000000,651920000000,72960000000,35340000000
UNH,2024,479310000000,NA,NA,NA,NA,NA,NA
UNH,2023,486940000000,359980000000,28460000000,NA,NA,NA,NA
UNH,2022,495370000000,324160000000,26340000000,245700000000,159350000000,57620000000,27910000000
UNH,2021,472940000000,287590000000,22310000000,212200000000,135720000000,46000000000,23900000000
UNH,2020,332730000000,257140000000,20740000000,197280000000,126750000000,43460000000,19780000000
UNH,2019,278690000000,242150000000,17980000000,173880000000,111720000000,40670000000,14240000000
UNH,2018,239150000000,226240000000,15940000000,152220000000,95990000000,36550000000,14320000000
UNH,2017,213640000000,201150000000,14020000000,139050000000,87030000000,31690000000,15490000000
UNH,2016,152320000000,184840000000,11860000000,122670000000,82270000000,32970000000,13270000000
UNH,2015,112110000000,157100000000,10230000000,111380000000,75920000000,32090000000,12910000000
UNH,2014,96430000000,130470000000,9650000000,86380000000,52540000000,17400000000,9230000000
UNH,2013,74390000000,122480000000,8910000000,81880000000,48550000000,16860000000,9210000000
UNH,2012,55270000000,111110000000,8620000000,80880000000,47580000000,16750000000,11430000000
UNH,2011,54020000000,101200000000,7950000000,67880000000,39590000000,11630000000,12000000000
UNH,2010,39210000000,93080000000,7380000000,63060000000,37230000000,11140000000,11190000000
UNH,2009,34960000000,87130000000,5800000000,59040000000,35430000000,13490000000,11030000000
UNH,2008,32120000000,80410000000,4620000000,55810000000,35030000000,12790000000,8200000000
UNH,2007,72920000000,75430000000,7300000000,50890000000,30830000000,11000000000,9610000000
UNH,2006,72260000000,70670000000,6520000000,48320000000,27510000000,7450000000,10940000000
UNH,2005,84380000000,45700000000,4970000000,41370000000,23640000000,7110000000,6010000000
UNH,2004,56600000000,36830000000,3970000000,27870000000,17160000000,4020000000,4500000000
UNH,2003,33910000000,28560000000,2840000000,17630000000,12500000000,1970000000,2740000000
UNH,2002,25000000000,25020000000,2090000000,14160000000,9730000000,1760000000,1830000000
UNH,2001,21840000000,23450000000,1470000000,12480000000,8590000000,1580000000,1810000000
WMT,2024,455740000000,NA,NA,NA,NA,NA,NA
WMT,2023,424430000000,638780000000,25830000000,243450000000,159460000000,58920000000,8880000000
WMT,2022,382370000000,600110000000,14840000000,244860000000,152960000000,57320000000,14760000000
WMT,2021,401350000000,571960000000,15410000000,252490000000,164960000000,63240000000,17740000000
WMT,2020,407840000000,548740000000,29270000000,236490000000,154940000000,72430000000,9460000000
WMT,2019,337160000000,521080000000,22720000000,219290000000,139660000000,58030000000,7720000000
WMT,2018,270620000000,511870000000,10970000000,204520000000,123700000000,46480000000,6750000000
WMT,2017,292530000000,495010000000,20180000000,198820000000,118290000000,45930000000,6860000000
WMT,2016,212410000000,484600000000,23280000000,199580000000,115970000000,50030000000,8700000000
WMT,2015,196270000000,484020000000,25510000000,203700000000,117760000000,50380000000,9130000000
WMT,2014,276800000000,483790000000,26640000000,204750000000,121920000000,56640000000,7280000000
WMT,2013,254620000000,474500000000,28270000000,203100000000,120840000000,54130000000,7780000000
WMT,2012,228240000000,464260000000,27740000000,193400000000,117240000000,53420000000,6550000000
WMT,2011,204650000000,440140000000,26330000000,180660000000,109000000000,49860000000,7390000000
WMT,2010,192090000000,419140000000,25010000000,170700000000,97470000000,41320000000,7900000000
WMT,2009,203650000000,403600000000,23160000000,163420000000,98140000000,42210000000,7270000000
WMT,2008,219890000000,403050000000,23580000000,163510000000,98900000000,44670000000,5560000000
WMT,2007,190340000000,370350000000,21850000000,151190000000,89620000000,39010000000,7370000000
WMT,2006,192470000000,339700000000,20190000000,138180000000,85010000000,38810000000,6410000000
WMT,2005,194850000000,306590000000,18280000000,120220000000,70820000000,31450000000,5480000000
WMT,2004,223680000000,280370000000,16740000000,104910000000,61280000000,26460000000,5190000000
WMT,2003,230100000000,255070000000,14620000000,94680000000,55340000000,25400000000,2750000000
WMT,2002,223430000000,229430000000,13110000000,83450000000,48340000000,21880000000,2160000000
WMT,2001,256500000000,212090000000,11790000000,78130000000,46780000000,22310000000,2050000000
MA,2024,427810000000,NA,NA,NA,NA,NA,NA
MA,2023,399970000000,24360000000,13400000000,NA,NA,NA,NA
MA,2022,334320000000,22230000000,11730000000,38720000000,32340000000,14020000000,7400000000
MA,2021,352070000000,18880000000,10300000000,37660000000,30250000000,13900000000,7890000000
MA,2020,355840000000,15300000000,7760000000,33580000000,27060000000,12670000000,10590000000
MA,2019,300680000000,16880000000,9730000000,29230000000,23240000000,8520000000,7670000000
MA,2018,194490000000,14950000000,7200000000,24860000000,19370000000,6330000000,8370000000
MA,2017,160230000000,12490000000,6520000000,21320000000,15760000000,5420000000,7780000000
MA,2016,112500000000,10770000000,5640000000,18670000000,12990000000,5180000000,8330000000
MA,2015,108650000000,9660000000,4950000000,16260000000,10200000000,3280000000,6730000000
MA,2014,99300000000,9440000000,5070000000,15320000000,8500000000,1490000000,6300000000
MA,2013,133860000000,8340000000,4500000000,14240000000,6740000000,NA,6290000000
MA,2012,60540000000,7390000000,3930000000,12460000000,5530000000,NA,5000000000
MA,2011,47320000000,6710000000,2740000000,10690000000,4810000000,NA,4940000000
MA,2010,29330000000,5530000000,2750000000,8830000000,3620000000,NA,4190000000
MA,2009,33210000000,5090000000,2210000000,7470000000,3950000000,21590000,2870000000
MA,2008,18470000000,4990000000,390000000,6470000000,4530000000,160000000,2240000000
MA,2007,28240000000,4060000000,1670000000,6260000000,3220000000,220000000,2960000000
MA,2006,13290000000,3320000000,290000000,5080000000,2710000000,220000000,2480000000
XOM,2024,404120000000,NA,NA,NA,NA,NA,NA
XOM,2023,399590000000,346170000000,61000000000,NA,NA,NA,NA
XOM,2022,454240000000,398670000000,77750000000,369060000000,166590000000,41190000000,29640000000
XOM,2021,259380000000,276690000000,31230000000,338920000000,163240000000,47700000000,6800000000
XOM,2020,174280000000,178570000000,28890000000,332750000000,168620000000,67640000000,4360000000
XOM,2019,295440000000,255580000000,20050000000,362590000000,163650000000,46920000000,3080000000
XOM,2018,288920000000,279330000000,30950000000,346190000000,147660000000,37790000000,3040000000
XOM,2017,354390000000,222680000000,18670000000,348690000000,154190000000,42330000000,3170000000
XOM,2016,374280000000,218600000000,7960000000,330310000000,156480000000,42760000000,3650000000
XOM,2015,323960000000,259480000000,21960000000,336750000000,159940000000,38680000000,3700000000
XOM,2014,388380000000,392850000000,51630000000,349490000000,168420000000,29120000000,4610000000
XOM,2013,438700000000,420830000000,57710000000,346800000000,166310000000,22690000000,4640000000
XOM,2012,389640000000,440170000000,78720000000,333790000000,162130000000,11580000000,9580000000
XOM,2011,406270000000,471140000000,73250000000,331050000000,170300000000,17030000000,12660000000
XOM,2010,364060000000,372540000000,52950000000,302510000000,149830000000,15010000000,7820000000
XOM,2009,322330000000,306490000000,34770000000,233320000000,117930000000,9600000000,10860000000
XOM,2008,406060000000,474530000000,82790000000,228050000000,110520000000,9420000000,32000000000
XOM,2007,504230000000,404550000000,70470000000,242080000000,116030000000,9560000000,34500000000
XOM,2006,439010000000,377630000000,67400000000,219010000000,105170000000,8340000000,28240000000
XOM,2005,344490000000,370680000000,59430000000,208330000000,93620000000,7990000000,28670000000
XOM,2004,328110000000,298030000000,41240000000,195250000000,89540000000,8290000000,18530000000
XOM,2003,269280000000,246730000000,31960000000,174270000000,80980000000,9540000000,10620000000
XOM,2002,234500000000,204170000000,17440000000,152640000000,75270000000,10740000000,7220000000
XOM,2001,267590000000,217820000000,24110000000,143170000000,67180000000,10800000000,6540000000
JNJ,2024,377360000000,NA,NA,NA,NA,NA,NA
JNJ,2023,377310000000,95330000000,16370000000,NA,NA,NA,NA
JNJ,2022,461840000000,91140000000,21350000000,187370000000,110570000000,39650000000,23510000000
JNJ,2021,450350000000,93770000000,22950000000,182010000000,107990000000,33750000000,31600000000
JNJ,2020,414300000000,82580000000,16690000000,174890000000,111610000000,35260000000,25180000000
JNJ,2019,384000000000,82050000000,17640000000,157720000000,98250000000,27690000000,19280000000
JNJ,2018,343570000000,81580000000,19000000000,152950000000,93200000000,30480000000,19680000000
JNJ,2017,375360000000,76450000000,18600000000,157300000000,97140000000,34580000000,18290000000
